Gene	GeneDesc
K22064	beta-farnesene synthase [EC:4.2.3.47]
K18162	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-]
K04477	putative hydrolase
K20344	ATP-binding cassette, subfamily C, bacteriocin exporter
K09874	aquaporin NIP
K19005	lipoteichoic acid synthase [EC:2.7.8.20]
K13662	putative polymerase
K04260	prostaglandin E receptor 3
K20826	RNA polymerase II-associated protein 1
K04221	somatostatin receptor 5
K19068	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
K12091	cag pathogenicity island protein 6
K12683	serum resistance protein
K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]
K06982	pantoate kinase [EC:2.7.1.169]
K10493	zinc finger and BTB domain-containing protein 6
K20757	threo-3-hydroxy-D-aspartate ammonia-lyase [EC:4.3.1.27]
K03886	menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]
K22264	nucleus-vacuole junction protein 1
K14347	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K10740	replication factor A3
K02476	two-component system, CitB family, sensor kinase [EC:2.7.13.3]
K02423	flagellar protein FliT
K01346	pancreatic elastase II [EC:3.4.21.71]
K15628	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein
K01569	oxalate decarboxylase [EC:4.1.1.2]
K08604	vibriolysin [EC:3.4.24.25]
K09085	class B basic helix-loop-helix protein 1/6/7
K17314	trehalose transport system ATP-binding protein
K05840	dopamine receptor D5
K03550	holliday junction DNA helicase RuvA [EC:3.6.4.12]
K22358	alkene monooxygenase beta subunit [EC:1.14.13.69]
K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]
K01288	carboxypeptidase D [EC:3.4.16.6]
K15185	AF4/FMR2 family member 4
K00293	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K22012	Ni-sirohydrochlorin a,c-diamide synthase [EC:6.3.5.12]
K19222	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
K11478	protein Jumonji
K03430	2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]
K03555	DNA mismatch repair protein MutS
K16385	polyene macrolide polyketide synthase, KS-AT-KR-ACP domains
K15273	solute carrier family 35 (probable UDP-sugar transporter), member A4
K05255	insulin-like 6
K15522	protein-fructosamine 3-kinase [EC:2.7.1.171]
K09673	carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]
K15992	cytochrome P450 TylI
K08878	breakpoint cluster region protein [EC:2.7.11.1]
K21155	syntaxin VAM3
K08966	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]
K16880	2-oxoglutaroyl-CoA hydrolase
K10238	trehalose/maltose transport system permease protein
K08200	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 3
K00597	methionine synthase reductase [EC:1.16.1.8]
K17357	tetraspanin-16
K10720	CYP306A1; ecdysteroid 25-hydroxylase
K02443	glycerol uptake operon antiterminator
K12282	MSHA biogenesis protein MshL
K10665	E3 ubiquitin-protein ligase MARCH10 [EC:2.3.2.27]
K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
K08475	two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
K16254	mxaJ protein
K15445	tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]
K06868	Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73]
K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
K00917	tagatose 6-phosphate kinase [EC:2.7.1.144]
K17343	peripherin-2
K16951	anaerobic sulfite reductase subunit B
K16912	ribosomal biogenesis protein LAS1
K03121	transcription initiation factor TFII-I
K19912	synaptotagmin-12
K19425	glycosyltransferase EpsH [EC:2.4.-.-]
K06895	L-lysine exporter family protein LysE/ArgO
K02120	V/A-type H+/Na+-transporting ATPase subunit D
K13738	CD2-associated protein
K07885	Ras-related protein Rab-27A
K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K00618	amino-acid N-acetyltransferase [EC:2.3.1.1]
K06592	poliovirus receptor-related protein 3
K16262	polyamine:H+ symporter
K14902	small nucleolar RNA snR76
K08178	MFS transporter, SHS family, lactate transporter
K05205	glutamate receptor, ionotropic kainate 5
K18588	coenzyme Q-binding protein COQ10
K17689	cytochrome P450 family 3 subfamily A polypeptide 4 [EC:1.14.13.32 1.14.13.97 1.14.14.55 1.14.14.56 1.14.13.-]
K20229	protein spitz
K17766	mitochondrial import receptor subunit TOM34
K20860	FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
K16717	centrosomal protein CEP97
K18646	acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D
K21297	flavin reductase (NADH) [EC:1.5.1.36]
K09972	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]
K18912	gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K15861	CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
K20665	jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]
K07165	transmembrane sensor
K12084	type IV secretion system protein PtlD
K02712	photosystem II PsbK protein
K07489	transposase
K14387	solute carrier family 5 (high affinity choline transporter), member 7
K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
K09586	endoplasmic reticulum protein 29
K19578	MFS transporter, DHA1 family, multidrug resistance protein
K09476	outer membrane pore protein F
K00430	peroxidase [EC:1.11.1.7]
K17592	sacsin
K10805	acyl-CoA thioesterase II [EC:3.1.2.-]
K01071	medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
K01399	pseudolysin [EC:3.4.24.26]
K17375	microRNA 345
K04457	protein phosphatase 1A [EC:3.1.3.16]
K03070	preprotein translocase subunit SecA
K17013	microRNA 146b
K12897	transformer-2 protein
K16038	N-methyltransferase [EC:2.1.1.-]
K19224	peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]
K11627	pyrrolysyl-tRNA synthetase [EC:6.1.1.26]
K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]
K12982	heptosyltransferase I [EC:2.4.-.-]
K12113	LacI family transcriptional regulator, ebg operon repressor
K06862	energy-converting hydrogenase B subunit Q
K08008	NADPH oxidase 1
K15524	mannosylglycerate hydrolase [EC:3.2.1.170]
K09840	9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
K13281	UV DNA damage endonuclease [EC:3.-.-.-]
K14734	S100 calcium binding protein G
K16889	cation channel sperm-associated protein 1
K06530	CD109 antigen
K05354	tropinone reductase II [EC:1.1.1.236]
K18004	HQNO biosynthesis monooxygenase PqsL
K10538	L-arabinose transport system permease protein
K06443	lycopene beta-cyclase [EC:5.5.1.19]
K00897	kanamycin kinase [EC:2.7.1.95]
K21073	actinin alpha 2/3
K15973	MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K17862	linoleate 10R-lipoxygenase [EC:1.13.11.62]
K12278	MSHA biogenesis protein MshG
K01061	carboxymethylenebutenolidase [EC:3.1.1.45]
K08531	nuclear receptor subfamily 1 group D member 2
K07719	two-component system, response regulator YcbB
K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
K13872	solute carrier family 7 (L-type amino acid transporter), member 6
K15054	(S)-mandelate dehydrogenase [EC:1.1.99.31]
K16919	acetoin utilization transport system permease protein
K04271	purinergic receptor P2Y, G protein-coupled, 4
K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]
K13092	nuclear protein NHN1
K10400	kinesin family member 15
K08222	MFS transporter, YQGE family, putative transporter
K16790	mothers against decapentaplegic homolog 5
K11056	CylK protein
K04282	thyrotropin-releasing hormone receptor
K04873	voltage-dependent calcium channel gamma-8
K10191	lactose/L-arabinose transport system ATP-binding protein
K12785	LEE-encoded effector EspG
K01459	N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]
K04047	starvation-inducible DNA-binding protein
K16582	tubulin polyglutamylase TTLL6/13 [EC:6.-.-.-]
K10299	F-box protein 16
K04325	free fatty acid receptor 1
K05259	glucagon
K10266	F-box and WD-40 domain protein 10
K14971	nuclear receptor coactivator 6
K07032	uncharacterized protein
K07670	two-component system, OmpR family, response regulator MtrA
K02032	peptide/nickel transport system ATP-binding protein
K18905	TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K16504	cadherin-related family member 4
K07763	matrix metalloproteinase-14 (membrane-inserted) [EC:3.4.24.80]
K10617	p-cumic alcohol dehydrogenase
K17166	microRNA 204
K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]
K05238	cortistatin
K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
K02429	MFS transporter, FHS family, L-fucose permease
K07050	misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
K06775	neuronal growth regulator 1
K15579	nitrate/nitrite transport system ATP-binding protein
K09381	paired box protein 3/7
K09295	homrobox protein Hox-D10
K11676	Ino eighty subunit 2
K16600	tubulin polyglutamylase TTLL2 [EC:6.-.-.-]
K16702	amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]
K02844	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]
K09002	CRISPR-associated protein Csm3
K08487	syntaxin 11
K07635	galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-]
K21432	NADPH oxidase activator 1
K18766	beta-lactamase class A BlaZ [EC:3.5.2.6]
K17456	fascin 3
K07794	putative tricarboxylic transport membrane protein
K17835	3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]
K12340	outer membrane protein
K01110	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]
K19291	mannuronan synthase [EC:2.4.1.33]
K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17]
K12416	anaphase-promoting complex subunit SWM1
K07882	Ras-related protein Rab-3A
K17539	serine/threonine-protein kinase PDIK1L [EC:2.7.11.1]
K06928	nucleoside-triphosphatase [EC:3.6.1.15]
K11570	DASH complex subunit DUO1
K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K18108	(-)-alpha-terpineol synthase [EC:4.2.3.111]
K01442	choloylglycine hydrolase [EC:3.5.1.24]
K19546	bacA; prephenate decarboxylase [EC:4.1.1.100]
K18703	succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13]
K11135	Pin2-interacting protein X1
K15930	bifunctional oxygenase/reductase
K18035	receptor-type tyrosine-protein phosphatase O [EC:3.1.3.48]
K12813	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13]
K19276	aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81]
K11564	kinetochore protein Mis18
K13496	UDP-glucosyl transferase 73C [EC:2.4.1.-]
K08622	a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]
K20804	E3 ubiquitin-protein ligase RNF34 [EC:2.3.2.27]
K18179	cytochrome c oxidase assembly factor 6
K03286	OmpA-OmpF porin, OOP family
K17798	mitochondrial protein MSS2
K11898	type VI secretion system protein ImpE
K13550	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase [EC:2.4.1.283 2.4.1.284]
K07497	putative transposase
K16857	thrombospondin 1
K22000	relaxin 3
K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]
K01250	pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]
K16014	ATP-binding cassette, subfamily C, bacterial CydCD
K16535	lisH domain-containing protein FOPNL
K19848	signaling mucin HKR1
K10567	endonuclease VIII-like 1 [EC:3.2.2.- 4.2.99.18]
K01319	cathepsin G [EC:3.4.21.20]
K11159	carotenoid cleavage dioxygenase
K03967	NADH dehydrogenase (ubiquinone) 1 subunit C1
K04753	suppressor of ftsI
K06454	T-cell surface glycoprotein CD4
K10146	cyclin G2
K01561	haloacetate dehalogenase [EC:3.8.1.3]
K11970	p53-associated parkin-like cytoplasmic protein
K21113	cytochrome P450 family 106
K02279	pilus assembly protein CpaB
K01755	argininosuccinate lyase [EC:4.3.2.1]
K03020	DNA-directed RNA polymerases I and III subunit RPAC2
K07311	Tat-targeted selenate reductase subunit YnfG
K08282	non-specific serine/threonine protein kinase [EC:2.7.11.1]
K15141	mediator of RNA polymerase II transcription subunit 28
K00693	glycogen synthase [EC:2.4.1.11]
K20891	beta-glucuronosyltransferase [EC:2.4.1.-]
K06852	hyaluronan and proteoglycan link protein 3
K14261	alanine-synthesizing transaminase [EC:2.6.1.-]
K17441	zinc finger protein ZFPM1
K01195	beta-glucuronidase [EC:3.2.1.31]
K13513	lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]
K15746	beta-carotene 3-hydroxylase [EC:1.14.15.24]
K19940	Rab guanine nucleotide exchange factor SEC2
K06721	C-type lectin domain family 10 member A
K16148	alpha-maltose-1-phosphate synthase [EC:2.4.1.342]
K10613	cullin 7
K05227	endothelin-3
K03137	transcription initiation factor TFIIE subunit beta
K17117	microRNA 197
K14635	ATP-dependent DNA helicase MPH1 [EC:3.6.4.12]
K17787	altered inheritance of mitochondria protein 5
K07753	peroxisomal trans-2-enoyl-CoA reductase [EC:1.3.1.38]
K10057	C-type lectin domain family 4 member A
K06391	stage III sporulation protein AB
K16863	microRNA 21
K17334	nuclear factor of activated T-cells, cytoplasmic 4
K21961	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K18374	type III secretion inner rod protein HrpB2
K06687	nucleolar protein involved in exit from mitosis
K06427	small acid-soluble spore protein J (minor)
K03127	transcription initiation factor TFIID subunit 13
K09750	transmembrane protease serine 11A [EC:3.4.21.-]
K16289	ankyrin repeat and protein kinase domain-containing protein 1 [EC:2.7.11.1]
K18056	1-deoxypentalenic acid 11beta-hydroxylase [EC:1.14.11.35]
K16241	transcription factor HY5
K18407	tudor domain-containing protein 5
K16228	glycopeptidolipid biosynthesis protein
K20903	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]
K07419	vitamin D 25-hydroxylase [EC:1.14.14.24]
K12138	hydrogenase-4 component C [EC:1.-.-.-]
K21912	kelch repeat and BTB domain-containing protein 12
K10599	pre-mRNA-processing factor 19 [EC:2.3.2.27]
K04813	nicotinic acetylcholine receptor beta-2
K10994	cell cycle checkpoint control protein RAD9A [EC:3.1.11.2]
K00013	histidinol dehydrogenase [EC:1.1.1.23]
K01379	cathepsin D [EC:3.4.23.5]
K14809	ATP-dependent RNA helicase DDX55/SPB4 [EC:3.6.4.13]
K18054	2'-deoxymugineic-acid 2'-dioxygenase / mugineic-acid 3-dioxygenase [EC:1.14.11.24 1.14.11.25]
K04037	light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]
K00875	D-ribulokinase [EC:2.7.1.47]
K21324	tert-butyl alcohol monooxygenase/tert-amyl alcohol desaturase reductase
K13820	flagellar biosynthetic protein FliR/FlhB
K09387	forkhead box protein A1, hepatocyte nuclear factor 3-alpha
K10744	ribonuclease H2 subunit B
K20389	phosphatase RapH regulator
K20260	phenazine biosynthesis protein
K12510	tight adherence protein B
K03957	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1
K16378	pipecolate-incorporating enzyme
K05284	phosphatidylinositol glycan, class M [EC:2.4.1.-]
K12794	caspase recruitment domain-containing protein 9
K19484	zinc finger protein PLAG1
K19976	manganese/zinc transport system permease protein
K00865	glycerate 2-kinase [EC:2.7.1.165]
K20932	hydrazine synthase subunit [EC:1.7.2.7]
K01658	anthranilate synthase component II [EC:4.1.3.27]
K04128	hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7]
K13799	pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]
K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]
K02579	heparan sulfate N-deacetylase/N-sulfotransferase NDST4 [EC:3.1.1.- 2.8.2.-]
K08184	MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 7
K21167	enediyne biosynthesis protein E11
K06358	phosphatase RapK regulator
K04907	potassium voltage-gated channel Eag-related subfamily H member 4
K06145	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K00733	xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
K09319	homeobox protein engrailed
K13024	inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]
K02742	SprT protein
K08106	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33]
K05239	tachykinin 1
K01026	propionate CoA-transferase [EC:2.8.3.1]
K03560	biopolymer transport protein TolR
K10646	E3 ubiquitin-protein ligase TRAF7 [EC:2.3.2.27]
K17638	Ras and Rab interactor 1
K20594	cobalamin-dependent radical SAM methyltransferase [EC:2.1.1.-]
K18297	LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
K12115	clock-associated PAS protein ZTL
K06250	secreted phosphoprotein 1
K05705	tyrosine-protein kinase Yes [EC:2.7.10.2]
K02245	competence protein ComGC
K21493	toxin YxiD [EC:3.1.-.-]
K11961	urea transport system permease protein
K06340	spore coat protein V
K14500	BR-signaling kinase [EC:2.7.11.1]
K12988	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]
K17648	versiconal hemiacetal acetate esterase [EC:3.1.1.94]
K02719	photosystem II PsbU protein
K21295	multifunctional cytochrome P450 monooxygenase
K16325	nucleoside permease
K12357	sialidase-2/3/4 [EC:3.2.1.18]
K08802	SNF related kinase [EC:2.7.11.1]
K04925	potassium channel subfamily K member 17
K12890	splicing factor, arginine/serine-rich 1
K02773	PTS system, galactitol-specific IIA component [EC:2.7.1.200]
K05583	NAD(P)H-quinone oxidoreductase subunit L [EC:1.6.5.3]
K01707	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
K13668	phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]
K09705	uncharacterized protein
K01155	type II restriction enzyme [EC:3.1.21.4]
K11999	tripartite motif-containing protein 6/22/34
K02881	large subunit ribosomal protein L18
K07038	inner membrane protein
K18486	heart-and neural crest derivatives-expressed protein 2
K20132	DCC-interacting protein 13-beta
K00982	[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
K10066	collectin sub-family member 11
K03315	Na+:H+ antiporter, NhaC family
K05228	proopiomelanocortin
K07617	gap junction alpha-8 protein
K08029	homeobox protein Nkx-2.2
K07745	transcriptional regulator
K11954	neutral amino acid transport system substrate-binding protein
K15490	glucosyltransferase Lgt1/2/3
K16243	Phenol hydroxylase P1 protein
K11449	jumonji domain-containing protein 1C [EC:1.14.11.-]
K21689	resuscitation-promoting factor RpfC
K07873	Ras homolog gene family, member H
K12325	atrial natriuretic peptide clearance receptor
K05144	tumor necrosis factor receptor superfamily member 7
